region,family,param,param_value,seed,sigma,theta_p,theta_r,start,savings,overhead,score,num_pauses,completed,within_budget,savings_perfect,degradation_frac
IT,delay,steps,24.0000,5,NA,246.000,231.000,01-14,17.5355,140.996,0.587677,81.0000,true,true,19.4228,0.0971721
IT,delay,steps,72.0000,1,NA,246.000,231.000,01-14,12.4153,141.304,0.562077,81.0000,true,true,19.4228,0.360787
IT,delay,steps,72.0000,2,NA,246.000,231.000,01-14,12.4153,141.304,0.562077,81.0000,true,true,19.4228,0.360787
IT,delay,steps,72.0000,3,NA,246.000,231.000,01-14,12.4153,141.304,0.562077,81.0000,true,true,19.4228,0.360787
IT,delay,steps,72.0000,4,NA,246.000,231.000,01-14,12.4153,141.304,0.562077,81.0000,true,true,19.4228,0.360787
IT,delay,steps,72.0000,5,NA,246.000,231.000,01-14,12.4153,141.304,0.562077,81.0000,true,true,19.4228,0.360787
IT,arma,horizon,1.00000,1,NA,246.000,231.000,01-14,19.3694,141.656,0.596847,82.0000,true,true,19.4228,0.00274997
IT,arma,horizon,1.00000,2,NA,246.000,231.000,01-14,19.3694,141.656,0.596847,82.0000,true,true,19.4228,0.00274997
IT,arma,horizon,1.00000,3,NA,246.000,231.000,01-14,19.3694,141.656,0.596847,82.0000,true,true,19.4228,0.00274997
IT,arma,horizon,1.00000,4,NA,246.000,231.000,01-14,19.3694,141.656,0.596847,82.0000,true,true,19.4228,0.00274997
IT,arma,horizon,1.00000,5,NA,246.000,231.000,01-14,19.3694,141.656,0.596847,82.0000,true,true,19.4228,0.00274997
IT,arma,horizon,3.00000,1,NA,246.000,231.000,01-14,19.2527,141.669,0.596263,82.0000,true,true,19.4228,0.00876077
IT,arma,horizon,3.00000,2,NA,246.000,231.000,01-14,19.2527,141.669,0.596263,82.0000,true,true,19.4228,0.00876077
IT,arma,horizon,3.00000,3,NA,246.000,231.000,01-14,19.2527,141.669,0.596263,82.0000,true,true,19.4228,0.00876077
IT,arma,horizon,3.00000,4,NA,246.000,231.000,01-14,19.2527,141.669,0.596263,82.0000,true,true,19.4228,0.00876077
IT,arma,horizon,3.00000,5,NA,246.000,231.000,01-14,19.2527,141.669,0.596263,82.0000,true,true,19.4228,0.00876077
IT,arma,horizon,6.00000,1,NA,246.000,231.000,01-14,19.0773,141.688,0.595386,82.0000,true,true,19.4228,0.0177913
IT,arma,horizon,6.00000,2,NA,246.000,231.000,01-14,19.0773,141.688,0.595386,82.0000,true,true,19.4228,0.0177913
IT,arma,horizon,6.00000,3,NA,246.000,231.000,01-14,19.0773,141.688,0.595386,82.0000,true,true,19.4228,0.0177913
