region,h,c,seed,theta_p_naive,theta_r_naive,savings_naive,overhead_naive,score_naive,num_pauses_naive,completed_naive,within_budget_naive,savings_perfect,overhead_perfect,score_perfect,num_pauses_perfect,completed_perfect,within_budget_perfect,theta_p_adaptive,theta_r_adaptive,margin_adaptive,savings_adaptive,overhead_adaptive,score_adaptive,num_pauses_adaptive,completed_adaptive,within_budget_adaptive,oracle_source,theta_p_oracle,theta_r_oracle,margin_oracle,savings_oracle,overhead_oracle,score_oracle,num_pauses_oracle,completed_oracle,within_budget_oracle,ref_savings_delay,ref_theta_p_delay,ref_theta_r_delay,theta_p_dtpr,theta_r_dtpr,margin_dtpr,beta_dtpr,savings_dtpr,overhead_dtpr,score_dtpr,num_pauses_dtpr,completed_dtpr,within_budget_dtpr,s0_naive_ff,s0_adaptive_ff,recovery_raw,recovery,oracle_gap,recovery_dtpr,recovery_vs_oracle
DE,1,0.75,1,272.000,268.000,43.2507,175.514,0.716254,103.000,true,true,43.3510,174.310,0.716755,102.000,true,true,273.742,266.358,7.38384,43.3197,174.310,0.716598,101.000,true,true,reopt_delay,272.470,267.610,4.86000,43.3230,174.316,0.716615,NA,NA,NA,43.3230,272.470,267.610,281.308,258.792,22.5159,11.2580,43.1289,175.821,0.715645,94.0000,true,true,43.3510,43.3510,0.687672,0.687672,0.00334195,0.00000,0.953777
DE,3,0.75,1,272.000,268.000,43.1826,175.527,0.715913,103.000,true,true,43.3510,174.310,0.716755,102.000,true,true,274.745,265.355,9.39082,43.2413,174.303,0.716207,100.000,true,true,arma_optimize,272.300,267.600,4.70000,43.2561,174.329,0.716281,102.000,true,true,NA,NA,NA,281.308,258.792,22.5159,11.2580,43.0551,175.975,0.715276,94.0000,true,true,43.3510,43.3510,0.348866,0.348866,0.0147995,0.00000,0.798840
DE,6,0.75,1,272.000,268.000,42.9657,175.546,0.714828,103.000,true,true,43.3510,174.310,0.716755,102.000,true,true,275.728,264.372,11.3552,42.9315,175.655,0.714657,100.000,true,true,reopt_delay,272.300,267.600,4.70000,43.0422,174.348,0.715211,NA,NA,NA,43.0422,272.300,267.600,281.308,258.792,22.5159,11.2580,42.8005,174.284,0.714003,92.0000,true,true,43.3510,43.3510,-0.0888334,0.00000,0.110714,0.00000,0.00000
DE,12,0.75,1,272.000,268.000,42.2136,175.584,0.711068,103.000,true,true,43.3510,174.310,0.716755,102.000,true,true,277.113,262.987,14.1269,42.0915,175.770,0.710458,99.0000,true,true,arma_optimize,271.760,268.520,3.24000,42.3061,174.310,0.711531,104.000,true,true,NA,NA,NA,281.308,258.792,22.5159,11.2580,42.0182,174.438,0.710091,93.0000,true,true,43.3510,43.3510,-0.107289,0.00000,0.214590,0.00000,0.00000
DE,24,0.75,1,272.000,268.000,39.7798,175.661,0.698899,103.000,true,true,43.3510,174.310,0.716755,102.000,true,true,279.064,261.036,18.0288,39.5033,175.937,0.697516,98.0000,true,true,arma_optimize,271.760,268.520,3.24000,39.9090,174.386,0.699545,104.000,true,true,NA,NA,NA,281.308,258.792,22.5159,11.2580,39.5298,174.515,0.697649,93.0000,true,true,43.3510,43.3510,-0.0774333,0.00000,0.405746,0.00000,0.00000
DE,72,0.75,1,272.000,268.000,27.7345,175.969,0.638673,103.000,true,true,43.3510,174.310,0.716755,102.000,true,true,283.870,256.230,27.6397,27.3210,176.206,0.636605,95.0000,true,true,arma_optimize,407.470,159.350,248.120,32.6705,166.635,0.663353,17.0000,true,true,NA,NA,NA,281.308,258.792,22.5159,11.2580,27.6605,174.822,0.638303,93.0000,true,true,43.3510,43.3510,-0.0264762,0.00000,5.34951,0.00000,0.00000
