region,family,param,param_value,seed,sigma,theta_p,theta_r,start,savings,overhead,score,num_pauses,completed,within_budget,savings_perfect,degradation_frac
DE,additive,level,0.00000,1,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,additive,level,0.00000,2,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,additive,level,0.00000,3,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,additive,level,0.00000,4,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,additive,level,0.00000,5,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,additive,level,0.00000,6,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,additive,level,0.00000,7,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,additive,level,0.00000,8,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,additive,level,0.00000,9,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,additive,level,0.00000,10,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,additive,level,0.250000,1,0.914612,272.000,268.000,02-01,55.3631,200.002,0.776816,86.0000,false,false,55.4794,0.00209550
DE,additive,level,0.250000,2,0.914612,272.000,268.000,02-01,55.3078,200.002,0.776539,85.0000,false,false,55.4794,0.00309323
DE,additive,level,0.250000,3,0.914612,272.000,268.000,02-01,55.3918,200.002,0.776959,86.0000,false,false,55.4794,0.00157880
DE,additive,level,0.250000,4,0.914612,272.000,268.000,02-01,55.4613,200.002,0.777306,85.0000,false,false,55.4794,0.000326119
DE,additive,level,0.250000,5,0.914612,272.000,268.000,02-01,55.3624,200.002,0.776812,84.0000,false,false,55.4794,0.00210732
DE,additive,level,0.250000,6,0.914612,272.000,268.000,02-01,55.4267,200.002,0.777134,82.0000,false,false,55.4794,0.000948743
DE,additive,level,0.250000,7,0.914612,272.000,268.000,02-01,55.4090,200.002,0.777045,85.0000,false,false,55.4794,0.00126827
DE,additive,level,0.250000,8,0.914612,272.000,268.000,02-01,55.4467,200.002,0.777234,84.0000,false,false,55.4794,0.000588100
DE,additive,level,0.250000,9,0.914612,272.000,268.000,02-01,55.4407,200.002,0.777204,83.0000,false,false,55.4794,0.000696038
DE,additive,level,0.250000,10,0.914612,272.000,268.000,02-01,55.2995,200.002,0.776497,87.0000,false,false,55.4794,0.00324217
DE,additive,level,0.500000,1,1.82922,272.000,268.000,02-01,55.3672,200.002,0.776836,93.0000,false,false,55.4794,0.00202158
DE,additive,level,0.500000,2,1.82922,272.000,268.000,02-01,55.3072,200.002,0.776536,92.0000,false,false,55.4794,0.00310337
DE,additive,level,0.500000,3,1.82922,272.000,268.000,02-01,55.2463,200.002,0.776232,99.0000,false,false,55.4794,0.00420011
DE,additive,level,0.500000,4,1.82922,272.000,268.000,02-01,55.2860,200.002,0.776430,102.000,false,false,55.4794,0.00348593
DE,additive,level,0.500000,5,1.82922,272.000,268.000,02-01,55.3162,200.002,0.776581,92.0000,false,false,55.4794,0.00294171
DE,additive,level,0.500000,6,1.82922,272.000,268.000,02-01,55.3121,200.002,0.776560,92.0000,false,false,55.4794,0.00301559
DE,additive,level,0.500000,7,1.82922,272.000,268.000,02-01,55.3043,200.002,0.776522,94.0000,false,false,55.4794,0.00315539
DE,additive,level,0.500000,8,1.82922,272.000,268.000,02-01,55.3767,200.002,0.776883,94.0000,false,false,55.4794,0.00185093
DE,additive,level,0.500000,9,1.82922,272.000,268.000,02-01,55.2852,200.002,0.776426,91.0000,false,false,55.4794,0.00349969
DE,additive,level,0.500000,10,1.82922,272.000,268.000,02-01,55.3657,200.002,0.776828,98.0000,false,false,55.4794,0.00204893
DE,additive,level,1.00000,1,3.65845,272.000,268.000,02-01,55.1892,200.002,0.775946,170.000,false,false,55.4794,0.00523091
DE,additive,level,1.00000,2,3.65845,272.000,268.000,02-01,55.1677,200.002,0.775838,175.000,false,false,55.4794,0.00561806
DE,additive,level,1.00000,3,3.65845,272.000,268.000,02-01,55.0664,200.002,0.775332,175.000,false,false,55.4794,0.00744428
DE,additive,level,1.00000,4,3.65845,272.000,268.000,02-01,55.2608,200.002,0.776304,182.000,false,false,55.4794,0.00394006
DE,additive,level,1.00000,5,3.65845,272.000,268.000,02-01,55.1676,200.002,0.775838,166.000,false,false,55.4794,0.00562014
DE,additive,level,1.00000,6,3.65845,272.000,268.000,02-01,55.3247,200.002,0.776623,164.000,false,false,55.4794,0.00278803
DE,additive,level,1.00000,7,3.65845,272.000,268.000,02-01,55.0992,200.002,0.775496,170.000,false,false,55.4794,0.00685315
DE,additive,level,1.00000,8,3.65845,272.000,268.000,02-01,55.1031,200.002,0.775515,168.000,false,false,55.4794,0.00678292
DE,additive,level,1.00000,9,3.65845,272.000,268.000,02-01,55.0922,200.002,0.775461,165.000,false,false,55.4794,0.00697892
DE,additive,level,1.00000,10,3.65845,272.000,268.000,02-01,55.1601,200.002,0.775801,170.000,false,false,55.4794,0.00575436
DE,additive,level,2.00000,1,7.31690,272.000,268.000,02-01,54.6500,200.002,0.773250,394.000,false,false,55.4794,0.0149492
DE,additive,level,2.00000,2,7.31690,272.000,268.000,02-01,54.7251,200.002,0.773625,376.000,false,false,55.4794,0.0135956
DE,additive,level,2.00000,3,7.31690,272.000,268.000,02-01,54.6063,200.002,0.773032,366.000,false,false,55.4794,0.0157365
DE,additive,level,2.00000,4,7.31690,272.000,268.000,02-01,54.6009,200.002,0.773005,392.000,false,false,55.4794,0.0158333
DE,additive,level,2.00000,5,7.31690,272.000,268.000,02-01,54.5719,200.002,0.772859,396.000,false,false,55.4794,0.0163571
DE,additive,level,2.00000,6,7.31690,272.000,268.000,02-01,54.7667,200.002,0.773834,378.000,false,false,55.4794,0.0128451
DE,additive,level,2.00000,7,7.31690,272.000,268.000,02-01,54.5617,200.002,0.772809,383.000,false,false,55.4794,0.0165405
DE,additive,level,2.00000,8,7.31690,272.000,268.000,02-01,54.6464,200.002,0.773232,385.000,false,false,55.4794,0.0150145
DE,additive,level,2.00000,9,7.31690,272.000,268.000,02-01,54.6710,200.002,0.773355,389.000,false,false,55.4794,0.0145707
DE,additive,level,2.00000,10,7.31690,272.000,268.000,02-01,54.6412,200.002,0.773206,370.000,false,false,55.4794,0.0151079
DE,additive,level,4.00000,1,14.6338,272.000,268.000,02-01,53.5871,200.002,0.767936,886.000,false,false,55.4794,0.0341069
DE,additive,level,4.00000,2,14.6338,272.000,268.000,02-01,53.7831,200.002,0.768915,861.000,false,false,55.4794,0.0305753
DE,additive,level,4.00000,3,14.6338,272.000,268.000,02-01,53.3510,200.002,0.766755,882.000,false,false,55.4794,0.0383626
DE,additive,level,4.00000,4,14.6338,272.000,268.000,02-01,53.6704,200.002,0.768352,881.000,false,false,55.4794,0.0326069
DE,additive,level,4.00000,5,14.6338,272.000,268.000,02-01,53.1193,200.002,0.765597,903.000,false,false,55.4794,0.0425390
DE,additive,level,4.00000,6,14.6338,272.000,268.000,02-01,53.7943,200.002,0.768972,858.000,false,false,55.4794,0.0303722
DE,additive,level,4.00000,7,14.6338,272.000,268.000,02-01,53.3399,200.002,0.766699,879.000,false,false,55.4794,0.0385633
DE,additive,level,4.00000,8,14.6338,272.000,268.000,02-01,53.7942,200.002,0.768971,887.000,false,false,55.4794,0.0303749
DE,additive,level,4.00000,9,14.6338,272.000,268.000,02-01,53.5777,200.002,0.767889,903.000,false,false,55.4794,0.0342769
DE,additive,level,4.00000,10,14.6338,272.000,268.000,02-01,53.1557,200.002,0.765779,874.000,false,false,55.4794,0.0418832
DE,multiplicative,level,0.00000,1,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,multiplicative,level,0.00000,2,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,multiplicative,level,0.00000,3,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,multiplicative,level,0.00000,4,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,multiplicative,level,0.00000,5,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,multiplicative,level,0.00000,6,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,multiplicative,level,0.00000,7,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,multiplicative,level,0.00000,8,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,multiplicative,level,0.00000,9,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,multiplicative,level,0.00000,10,0.00000,272.000,268.000,02-01,55.4794,200.002,0.777397,82.0000,false,false,55.4794,0.00000
DE,multiplicative,level,0.250000,1,0.00229682,272.000,268.000,02-01,55.4266,200.002,0.777133,84.0000,false,false,55.4794,0.000950473
